timestamp,sensor_rock_strength,sensor_moisture,sensor_vibration,sensor_slope_angle,sensor_depth,temperature,gas_level,noise_level
2024-01-17 12:00:00,31,0.56,1.848,25,189,25,0.428,100
2024-01-17 13:00:00,61,0.562,2.526,32,257,25,1.281,90
2024-01-17 14:00:00,20,0.621,3.404,27,355,39,1.144,91
2024-01-17 15:00:00,55,0.181,0.616,28,348,24,0.542,90
2024-01-17 16:00:00,44,0.69,2.409,28,387,33,0.727,44
2024-01-17 17:00:00,24,0.799,0.514,32,397,34,0.98,60
2024-01-17 18:00:00,59,0.191,1.024,19,313,28,1.544,50
2024-01-17 19:00:00,70,0.131,2.758,24,344,43,1.227,45
2024-01-17 20:00:00,54,0.73,3.931,52,298,20,0.984,83
2024-01-17 21:00:00,29,0.846,2.415,52,235,26,2.005,74
2024-01-17 22:00:00,21,0.989,5.985,28,205,37,1.239,47
2024-01-17 23:00:00,17,0.865,2.229,47,203,35,0.746,88
2024-01-18 00:00:00,52,0.292,2.595,39,258,30,0.781,54
2024-01-18 01:00:00,37,0.571,1.744,36,305,29,1.344,95
2024-01-18 02:00:00,64,0.758,3.069,18,377,22,2.371,41
2024-01-18 03:00:00,61,0.829,1.517,32,318,42,1.592,40
2024-01-18 04:00:00,24,0.525,1.876,44,257,30,2.425,86
2024-01-18 05:00:00,50,0.177,3.216,25,267,36,0.389,91
2024-01-18 06:00:00,30,0.748,0.981,24,405,37,0.345,71
2024-01-18 07:00:00,35,0.31,6.303,46,415,32,1.727,67
2024-01-18 08:00:00,47,0.868,3.659,53,277,19,1.873,68
2024-01-18 09:00:00,50,0.617,2.985,40,236,32,2.115,44
2024-01-18 10:00:00,36,0.219,1.192,54,379,29,1.165,86
2024-01-18 11:00:00,21,0.8,4.362,22,365,34,0.537,58
2024-01-18 12:00:00,35,0.357,3.093,25,266,40,0.523,45
2024-01-18 13:00:00,15,0.675,1.794,32,184,44,2.087,75
2024-01-18 14:00:00,35,0.122,4.797,32,376,33,0.694,64
2024-01-18 15:00:00,48,0.406,3.609,31,392,28,1.045,61
2024-01-18 16:00:00,36,0.958,6.447,27,277,42,1.35,77
2024-01-18 17:00:00,17,0.933,6.162,48,346,29,0.383,46
2024-01-18 18:00:00,26,0.338,2.763,28,358,34,1.81,52
2024-01-18 19:00:00,62,0.391,3.118,37,303,34,2.062,56
2024-01-18 20:00:00,26,0.229,6.429,54,244,36,1.844,99
2024-01-18 21:00:00,51,0.132,6.77,15,291,39,2.213,84
2024-01-18 22:00:00,23,0.703,5.64,37,393,35,0.58,107
2024-01-18 23:00:00,60,0.243,0.971,16,396,21,1.168,73
2024-01-19 00:00:00,58,0.67,0.767,16,337,18,1.287,105
2024-01-19 01:00:00,22,0.197,4.515,41,181,20,2.117,51
2024-01-19 02:00:00,68,0.448,5.405,46,406,39,0.294,45
2024-01-19 03:00:00,22,0.701,5.099,18,291,20,0.784,46
2024-01-19 04:00:00,36,0.971,5.572,27,409,36,2.318,107
2024-01-19 05:00:00,34,0.932,1.576,22,251,31,1.613,48
2024-01-19 06:00:00,54,0.366,0.629,29,398,24,0.442,40
2024-01-19 07:00:00,37,0.436,4.14,46,389,32,1.432,45
2024-01-19 08:00:00,60,0.506,6.299,54,276,37,0.739,61
2024-01-19 09:00:00,65,0.378,2.127,22,334,18,2.183,108
2024-01-19 10:00:00,50,0.833,1.713,16,217,34,0.54,73
2024-01-19 11:00:00,32,0.879,6.23,40,395,39,1.151,55
2024-01-19 12:00:00,48,0.267,2.711,28,318,34,1.461,47
2024-01-19 13:00:00,23,0.404,2.794,15,365,43,0.292,69
2024-01-19 14:00:00,67,0.16,4.458,43,292,42,2.031,72
2024-01-19 15:00:00,30,0.867,2.243,20,371,31,1.383,74
2024-01-19 16:00:00,25,0.501,6.598,54,343,21,1.24,63
2024-01-19 17:00:00,33,0.691,1.736,39,217,24,2.276,101
2024-01-19 18:00:00,42,0.585,0.641,23,267,39,0.843,91
2024-01-19 19:00:00,74,0.57,3.415,37,208,38,1.972,80
2024-01-19 20:00:00,32,0.717,4.32,36,308,41,0.532,69
2024-01-19 21:00:00,41,0.101,2.311,25,246,42,1.055,83
2024-01-19 22:00:00,54,0.615,5.433,42,265,26,0.968,85
2024-01-19 23:00:00,15,0.791,0.919,27,275,37,1.309,77
2024-01-20 00:00:00,23,0.545,2.596,34,325,24,0.595,49
2024-01-20 01:00:00,28,0.201,3.417,16,280,33,0.723,97
2024-01-20 02:00:00,39,0.751,6.666,19,239,28,0.752,44
2024-01-20 03:00:00,27,0.948,1.372,51,268,44,1.491,72
2024-01-20 04:00:00,64,0.341,1.448,46,245,27,1.299,50
2024-01-20 05:00:00,49,0.748,1.822,40,190,33,2.188,85
2024-01-20 06:00:00,18,0.797,5.399,23,357,31,1.83,81
2024-01-20 07:00:00,47,0.568,2.423,18,190,19,0.866,67
2024-01-20 08:00:00,41,0.582,2.571,26,267,40,2.135,48
2024-01-20 09:00:00,32,0.913,4.167,15,251,27,1.874,49
2024-01-20 10:00:00,26,0.458,3.206,15,192,36,2.46,50
2024-01-20 11:00:00,16,0.549,4.505,36,359,38,1.625,62
2024-01-20 12:00:00,52,0.331,3.754,47,382,38,0.865,84
2024-01-20 13:00:00,52,0.713,5.098,25,216,21,2.456,49
2024-01-20 14:00:00,69,0.806,6.913,29,293,39,1.674,82
2024-01-20 15:00:00,63,0.443,2.746,43,215,28,1.633,47
2024-01-20 16:00:00,24,0.852,1.893,22,226,35,1.123,68
2024-01-20 17:00:00,42,0.833,1.451,45,188,34,0.713,49
2024-01-20 18:00:00,34,0.67,3.068,44,345,42,0.799,85
2024-01-20 19:00:00,58,0.398,6.446,29,262,29,1.371,108
2024-01-20 20:00:00,65,0.16,1.833,36,251,23,0.887,81
2024-01-20 21:00:00,35,0.252,2.814,22,324,28,1.544,59
2024-01-20 22:00:00,17,0.71,6.144,28,349,18,2.073,84
2024-01-20 23:00:00,62,0.375,6.187,18,223,33,0.234,78
2024-01-21 00:00:00,23,0.319,4.496,49,341,37,1.56,99
2024-01-21 01:00:00,73,0.862,5.41,47,215,18,1.374,100
2024-01-21 02:00:00,35,0.92,6.142,32,219,25,0.541,83
2024-01-21 03:00:00,72,0.613,1.063,40,217,28,0.416,83
2024-01-21 04:00:00,63,0.294,3.134,17,406,44,2.084,69
2024-01-21 05:00:00,25,0.545,6.416,31,390,39,1.646,82
2024-01-21 06:00:00,47,0.197,3.764,38,384,43,2.373,100
2024-01-21 07:00:00,73,0.577,1.78,53,278,27,1.544,66
2024-01-21 08:00:00,60,0.926,3.564,42,202,20,1.517,78
2024-01-21 09:00:00,17,0.466,5.693,38,380,23,1.373,90
2024-01-21 10:00:00,37,0.334,6.742,17,245,34,1.561,53
2024-01-21 11:00:00,18,0.442,5.926,36,402,29,0.352,47
2024-01-21 12:00:00,56,0.331,3.968,38,418,34,1.093,45
2024-01-21 13:00:00,43,0.625,4.91,19,274,32,0.432,103
2024-01-21 14:00:00,68,0.496,1.313,43,249,33,1.117,55
2024-01-21 15:00:00,30,0.312,6.77,51,401,28,1.683,93
2024-01-21 16:00:00,67,0.894,4.628,21,417,28,1.784,87
2024-01-21 17:00:00,60,0.144,0.608,35,355,41,1.046,81
2024-01-21 18:00:00,53,0.757,6.124,24,313,29,1.43,93
2024-01-21 19:00:00,24,0.803,1.338,20,337,31,0.206,51
2024-01-21 20:00:00,56,0.362,3.7,51,321,33,2.303,70
2024-01-21 21:00:00,56,0.252,2.062,31,295,39,2.186,96
2024-01-21 22:00:00,51,0.425,2.582,38,399,38,2.236,101
2024-01-21 23:00:00,55,0.837,4.87,45,216,41,2.348,66
2024-01-22 00:00:00,27,0.491,0.576,26,375,38,1.218,84
2024-01-22 01:00:00,49,0.745,3.894,20,279,23,1.52,88
2024-01-22 02:00:00,51,0.648,1.88,40,328,35,0.257,67
2024-01-22 03:00:00,37,0.192,6.18,24,190,24,2.015,74
2024-01-22 04:00:00,20,0.558,2.613,18,374,42,2.058,106
2024-01-22 05:00:00,74,0.668,2.74,22,396,35,0.519,51
2024-01-22 06:00:00,30,0.352,3.169,29,322,30,0.493,43
2024-01-22 07:00:00,18,0.191,5.623,22,256,34,1.01,64
2024-01-22 08:00:00,52,0.785,3.804,20,286,23,2.24,71
2024-01-22 09:00:00,65,0.177,5.186,52,365,25,1.74,78
2024-01-22 10:00:00,37,0.803,5.391,15,184,36,1.192,78
2024-01-22 11:00:00,61,0.658,2.676,47,381,25,0.983,78
2024-01-22 12:00:00,29,0.618,1.891,25,397,19,2.17,88
2024-01-22 13:00:00,51,0.285,3.654,28,370,38,0.418,76
2024-01-22 14:00:00,34,0.387,4.255,43,310,34,1.642,90
2024-01-22 15:00:00,65,0.369,0.65,17,360,33,0.358,98
